餐廳名稱,Ranking,評論數,餐廳類型,餐廳區域,電話,地址
神來一鍋-精緻鴛鴦火鍋 建國店/中山區美食/中山區餐廳/中山區火鍋/中山區吃到飽/中山區麻辣鍋/行天宮火鍋/行天宮吃到飽,4.8,"1,174",餐廳,台北市中山區,02 2503 9877,10491台北市中山區建國北路二段105號
集客人間茶館-長一店,4.6,"2,275",餐廳,台北市中山區,02 2741 7579,10491台北市中山區長安東路二段174-1號
DA ANTONIO by 隨意鳥地方 民生店,4.2,340,餐廳,台北市中山區,02 2518 1499,10491台北市中山區民生東路二段178號
隱食家 Inns+,4.6,51,台灣菜,台北市中山區,02 2595 8055,104台北市中山區雙城街28巷8號
楓食堂日式創作料理-中山區日式平價丼飯|丼飯專賣店|日本料理|興安特色料理|必吃美食|家庭日式料理,4.2,284,日本菜,台北市中山區,02 2518 1738,10491台北市中山區興安街44號
養心茶樓 蔬食飲茶,4.3,"5,100",素食料理,台北市中山區,02 2542 8828,104台北市中山區松江路128號2樓
胖肚肚燒肉-中山店 (平價吃到飽 必吃美食 人氣高cp值推薦),4.5,488,日式燒肉,台北市中山區,02 2507 2909,104台北市中山區建國北路一段74號
(台北國賓大飯店)A CUT牛排館,4.4,"1,827",美式扒房,台北市中山區,02 2571 0389,10491台北市中山區中山北路二段63號
東街日本料理-龍江店,4.2,911,日本菜,台北市中山區,02 2507 6051,10491台北市中山區龍江路106巷3號
肥前屋,4.0,"2,347",鰻魚料理餐廳,台北市中山區,02 2561 7859,10491台北市中山區中山北路一段121巷13號
麗芳老樓,4.7,419,意大利菜,台北市中山區,02 2599 3391,10491台北市中山區雙城街18巷15號
浪漫一生西餐廳,3.9,554,西部料理,台北市中山區,02 2523 0445,10491台北市中山區民生東路二段76號
書香花園餐廳,4.2,295,餐廳,台北市中山區,02 2506 1635,10491台北市中山區建國北路二段6巷11號
蔚稻食堂,4.6,613,餐廳,台北市中山區,0908 207 201,10491台北市中山區民生東路二段115巷25弄2號
何首烏皇帝鶏餐廳,4.3,562,台灣菜,台北市中山區,02 2508 4838,10491台北市中山區松江路69巷8號
柒 串燒屋,4.4,"1,607",日式串燒,台北市中山區,02 2567 2770,10491台北市中山區長安東路一段46-1號
徐淮人家,4.2,773,蘇菜/江蘇菜館,台北市中山區,02 2751 4325,10491台北市中山區遼寧街45巷2號
陶然亭餐廳,4.2,"2,767",中國菜,台北市中山區,02 2778 7805,104台北市中山區復興北路86號2F
糰粥舖,4.4,95,中國菜,台北市中山區,02 2751 9013,104台北市中山區遼寧街63巷25號
新葡苑餐廳 台北中山店,4.0,819,中國菜,台北市中山區,02 2568 2768,104台北市中山區中山北路二段24-3號
呑兵衛 和風洋食居酒屋 - 台北市中山區,4.4,997,居酒屋,台北市中山區,02 2562 7427,10491台北市中山區林森北路119巷28號
丼物食堂,4.2,126,天婦羅,台北市中山區,0971 639 606,106台北市中山區市民大道高架道路
香而廉小館,4.4,829,餐廳,台北市中山區,02 2501 2724,10491台北市中山區合江街17巷2號
大龍蝦,4.2,745,海鮮,台北市中山區,02 2571 6688,104台北市中山區吉林路45號
上引水產,4.1,"9,732",海鮮,台北市中山區,02 2508 1268,10491台北市中山區民族東路410巷2弄18號
欣葉日本料理-中山店,4.2,"4,802",日本菜,台北市中山區,02 2542 5858,104台北市中山區中山北路二段52號1樓-2樓
新胡同魚菜餐廳,4.3,111,中國菜,台北市中山區,02 2521 9958,10491台北市中山區中山北路一段83巷13-3號
款待-台北（手路菜）,4.1,584,台灣菜,台北市中山區,02 2567 6097,104台北市中山區中山北路一段53巷32號
Ai No Yakitori 愛情串燒,4.6,224,日式串燒餐廳,台北市中山區,0932 961 498,10491台北市中山區安東街2-3號
鼎泰豐 南西店,4.4,"4,435",中菜館,台北市中山區,02 2511 1555,104台北市中山區南京西路12號B2
古都食堂,4.0,352,台灣菜,台北市中山區,02 2536 8642,10491台北市中山區吉林路205號
永心鳳茶 新光南西店,4.2,"1,274",台灣菜,台北市中山區,02 2581 9909,104台北市中山區南京西路15號三樓
平成十九,4.1,"1,479",日本菜,台北市中山區,02 2559 6510,104台北市中山區南京西路18巷6弄8號
SPIGA PASTA 石壁家義大利麵 龍江店,4.2,"2,235",意大利菜,台北市中山區,02 2501 6155,10491台北市中山區龍江路96號
舍香味精緻料理,4.1,310,中國菜,台北市中山區,02 2711 8066,10491台北市中山區長安東路二段169-5號
人和園餐廳,4.3,"1,109",中國菜,台北市中山區,02 2568 2587,104台北市中山區錦州街16號
竹家莊避風塘漁家料理,4.1,"1,362",廣東料理,台北市中山區,02 2551 1838,10491台北市中山區南京東路二段96號
柏克金啤酒餐廳 南京店,4.1,547,歐陸餐廳,台北市中山區,02 2521 0881,10457台北市中山區南京東路二段1號1F
香港九記海鮮,4.2,"1,142",中國菜,台北市中山區,02 2541 0546,10491台北市中山區長春路104號
Wayne’s Boston 瑋恩波士頓美式龍蝦牛排餐廳,4.4,828,美國菜,台北市中山區,02 2541 9530,10491台北市中山區新生北路一段88號
滿穗台菜,4.1,"1,261",台灣菜,台北市中山區,02 2541 2020,104台北市中山區松江路128號
滿穗台菜,4.1,"1,261",台灣菜,台北市中山區,02 2541 2020,104台北市中山區松江路128號
菊子日式蔬食,4.5,338,素食料理,台北市中山區,02 2777 3843,10491台北市中山區長安東路二段171-9號
吉星港式飲茶,3.9,"7,189",廣東料理,台北市中山區,02 2568 3378,10491台北市中山區南京東路一段92號2樓
正記麻油料理,4.6,161,台灣菜,台北市中山區,0939 671 850,104台北市中山區遼寧街朱崙街
台北晶華酒店- 晶華軒 Silks House,4.3,656,廣東料理,台北市中山區,02 2521 5000#3236,10491台北市中山區中山北路二段39巷3號3樓
Buttermilk 摩登美式餐廳,4.1,"1,218",現代美式料理,台北市中山區,02 2565 2898,10491台北市中山區中山北路二段57之1號
北倉洞韓式料理,3.9,774,韓國菜,台北市中山區,02 2777 2592,10491台北市中山區長安東路二段169-7號
港飲港食茶餐廳,4.5,199,餐廳,台北市中山區,02 2711 1883,104台北市中山區長安東路二段189之5號
御讚堂火鍋、鐵板燒,4.2,817,餐廳,台北市中山區,02 2567 1269,"B1, No. 264號林森北路中山區台北市104"
Restaurant Page 頁小館,4.6,"1,063",西部料理,台北市中山區,02 2532 8003,10463台北市中山區北安路595巷20弄4號1樓
AN-Burger,4.0,867,漢堡飽,台北市中山區,02 2100 2862,10445台北市中山區中山北路二段36巷17號
小糧倉-日式拉麵、咖哩、鐵板定食,4.8,31,外賣自取餐廳,台北市中山區,02 2571 1958,10491台北市中山區林森北路85巷70號1F
天廚菜館,4.1,"2,057",京菜/北京菜館,台北市中山區,02 2563 2380,104台北市中山區南京西路1號3樓
福大山東蒸餃大王,4.0,"2,505",中式麵食,台北市中山區,02 2541 3195,10491台北市中山區中山北路一段140巷11號
COAST,4.3,195,餐廳,台北市中山區,02 2567 0237,10491台北市中山區中山北路二段39巷3號B2
TakeOut Burger&Cafe 民權店,4.7,439,漢堡飽,台北市中山區,02 2592 1011,104台北市中山區撫順街11號1樓
RAW,4.3,"2,118",現代法式料理,台北市中山區,02 8501 5800,10491台北市中山區樂群三路301號
儂來餐廳,4.1,"2,347",台灣菜,台北市中山區,02 2505 0891,10491台北市中山區民生東路二段147巷11弄1號
台北晶華酒店－ROBIN'S 牛排屋,4.4,"1,162",牛扒,台北市中山區,02 2521 5000#3930,10491台北市中山區中山北路二段39巷3號2樓
香米泰國料理 復北店,4.4,882,泰國菜,台北市中山區,02 8770 7309,104台北市中山區復興北路174號1樓
金好家客家菜,4.2,200,客家料理,台北市中山區,02 2506 3980,10491台北市中山區南京東路三段92號1樓
My灶,3.9,"1,270",台灣菜,台北市中山區,02 2522 2697,10491台北市中山區松江路100巷9-1號
紗汀娜好食,3.9,"2,880",餐廳,台北市中山區,02 2593 1001,10491台北市中山區中山北路二段183巷1-5號
欣葉台菜-創始店,4.2,"4,124",台灣菜,台北市中山區,02 2596 3255,10491台北市中山區雙城街34之1號
吃肉 EatMeat 韓式烤肉,4.1,769,韓式烤肉,台北市中山區,02 2511 8825,10491台北市中山區中山北路二段62巷1號
福州新利菜館新利小館,4.0,394,餐廳,台北市中山區,02 2771 2088,104台北市中山區龍江路85號
N°168 Prime Steakhouse 牛排館,4.5,"1,515",牛扒,台北市中山區,02 6602 5678,10491台北市中山區敬業四路168號
TGI FRIDAYS 星期五美式餐廳 林森餐廳,4.1,"1,259",美國菜,台北市中山區,02 2511 8579,10491台北市中山區林森北路247號1樓
一郎日本料理,3.9,"1,275",日本菜,台北市中山區,02 2502 7542,10491台北市中山區民族東路336號5F
GAUCHO高卓人阿根廷炭烤餐廳(花博店),4.3,"1,202",阿根廷菜,台北市中山區,02 2597 8508,10491台北市中山區玉門街1號
一鷺串燒居酒屋 松江本店,4.8,"2,893",日式串燒,台北市中山區,02 2504 3668,104台北市中山區民權東路二段152巷1號
圈子 Brunch.Coffee 美式早午餐廳/捷運民權西路站美食/聚餐/中山區,3.9,"2,008",早午餐,台北市中山區,02 2599 1510,10491台北市中山區民權西路11號
PANDA-MAMA 麻辣干鍋,4.2,414,四川料理,台北市中山區,02 2777 4949,10491台北市中山區長安東路二段171-4號
吉祥樓海鮮餐廳 │古早味│捷運美食 │羊肉爐牛尾砂鍋│團體聚餐│婚宴服務,3.9,374,海鮮,台北市中山區,02 2542 6969,10491台北市中山區天祥路48巷8號
吉比鮮釀餐廳 - 南西店,4.2,"1,075",餐廳,台北市中山區,02 2567 6488,10491台北市中山區南京西路15號8樓
坦都餐廳有限公司,4.4,500,印度菜,台北市中山區,02 2509 9853,10491台北市中山區合江街73巷10號
十得私廚,4.2,825,台灣菜,台北市中山區,02 2562 9419,104台北市中山區南京東路二段20號2樓
阿里巴巴的廚房 印度餐廳 台北總店,4.4,"1,076",印度菜,台北市中山區,02 2567 7163,104台北市中山區南京東路二段56號2樓
彌敦道茶餐廳,3.8,662,粵式點心,台北市中山區,02 2500 6784,10491台北市中山區松江路123巷7號
安妞韓館안녕．中山區韓式料理korean restaurant,3.9,"1,056",韓國菜,台北市中山區,02 2521 2833,10491台北市中山區中山北路二段50巷19號
南大門韓國烤肉,4.0,845,韓式烤肉,台北市中山區,02 2571 1017,10491台北市中山區林森北路119巷63號
Mark's Teppanyaki 台北萬豪酒店,4.4,400,鐵板燒,台北市中山區,02 2175 7952,10462台北市中山區樂群二路199號2樓
SPIGA PASTA 石壁家義大利麵 龍江店,4.2,"2,235",意大利菜,台北市中山區,02 2501 6155,10491台北市中山區龍江路96號
彌敦道茶餐廳,3.8,662,粵式點心,台北市中山區,02 2500 6784,10491台北市中山區松江路123巷7號
罔市,4.2,300,台灣菜,台北市中山區,02 2567 8702,104台北市中山區南京東路一段132巷15號
水剌韓式餐廳 - 大直總店,4.1,615,韓國菜,台北市中山區,02 2533 8883,10491台北市中山區北安路595巷28號
林美如 海鮮 熱炒 燒烤 酒場,4.3,364,中國菜,台北市中山區,02 2776 1669,104台北市中山區八德路二段300巷80號
美天餐室 DAY DAY,3.8,"1,399",小餐館 (Bistro),台北市中山區,02 2521 6482,104台北市中山區中山北路二段84巷6號1樓
丼賞和食焼き物vs刺身丼丼專門店,4.2,"2,925",日本菜,台北市中山區,02 2517 5526,"B1, No. 140號南京東路二段中山區台北市10491"
BLAnC 中山,4.6,192,咖啡廳,台北市中山區,02 2568 1758,10491台北市中山區中山北路二段36巷7號2樓
正福緣餐廳,4.0,45,客家料理,台北市中山區,02 2561 8258,10491台北市中山區中山北路一段105巷13號2F
Osteria by Angie 大直店,4.1,731,意大利菜,台北市中山區,02 8502 7733,10491台北市中山區樂群三路61號
大戶屋長春店,4.3,532,餐廳,台北市中山區,02 2511 7776,104台北市中山區長春路50號2F
親食砌蔬食Café,4.1,567,嚴格素食料理,台北市中山區,02 2501 6580,10455台北市中山區松江路313巷4號1樓
臨洋港生猛活海鮮長安店,4.0,"2,577",海鮮,台北市中山區,02 2531 1010,10491台北市中山區長安東路一段99號
吉比鮮釀餐廳 - 大直店,4.3,454,餐廳,台北市中山區,02 7701 4888,10491台北市中山區敬業三路123號1樓
坦都餐廳有限公司,4.4,500,印度菜,台北市中山區,02 2509 9853,10491台北市中山區合江街73巷10號
宴客樓中餐廳,4.2,171,中國菜,台北市中山區,02 2175 7918,10491台北市中山區樂群二路199號三 樓
老睦家 炒鱔魚。沙茶魚頭火鍋,4.3,267,餐廳,台北市中山區,02 2773 1887,10491台北市中山區遼寧街16號
南大門韓國烤肉,4.0,845,韓式烤肉,台北市中山區,02 2571 1017,10491台北市中山區林森北路119巷63號
川越駅-午餐定食 中山區美食居酒屋 串燒料理推薦 特色美食餐廳 建國美食 日式串燒,3.7,129,日式串燒,台北市中山區,02 2503 1870,10491台北市中山區建國北路一段70號
鵝肉城活海鮮,3.8,915,中國菜,台北市中山區,02 2752 2142,104台北市中山區遼寧街77號
臨洋港生猛活海鮮長安店,4.0,"2,577",海鮮,台北市中山區,02 2531 1010,10491台北市中山區長安東路一段99號
欣葉台菜-南西店,4.0,"1,368",台灣菜,台北市中山區,02 2523 6757,104台北市中山區南京西路12號1館新光三越南西店號8樓
罔市,4.2,300,台灣菜,台北市中山區,02 2567 8702,104台北市中山區南京東路一段132巷15號
21號鵝肉,3.9,838,台灣菜,台北市中山區,02 2536 2121,104台北市中山區錦州街21號
KUMA酷馬廚房,4.7,487,餐廳,台北市中山區,02 2533 8825,104台北市中山區大直街20巷28號
Joseph Bistro 想想廚房,4.2,601,印度菜,台北市中山區,02 2508 1329,10491台北市中山區松江路69巷13號
清祥海產店,4.1,519,海鮮,台北市中山區,02 2771 3278,10491台北市中山區遼寧街52號
親食砌蔬食Café,4.1,567,嚴格素食料理,台北市中山區,02 2501 6580,10455台北市中山區松江路313巷4號1樓
鬥牛士經典牛排（長安店）,4.1,"1,069",牛扒,台北市中山區,02 2740 6660,104台北市中山區長安東路二段169-12號
來來鵝肉活海鮮,4.0,332,海鮮,台北市中山區,0988 067 355,10491台北市中山區遼寧街61號
多田壽司屋,4.1,551,餐廳,台北市中山區,02 2777 1870,104台北市中山區南京東路三段216巷6號
雙囍中餐廳,4.6,365,中國菜,台北市中山區,02 6602 5672,10491台北市中山區敬業四路168號2F
富霸王豬腳,4.0,"3,937",台灣菜,台北市中山區,02 2507 1918,10491台北市中山區南京東路二段115巷20號
Mark's Teppanyaki 台北萬豪酒店,4.4,400,鐵板燒,台北市中山區,02 2175 7952,10462台北市中山區樂群二路199號2樓
山里日本料理,4.2,489,日本菜,台北市中山區,02 2181 5137,10491台北市中山區南京東路一段9號5F
Molino de Urdániz 渥達尼斯磨坊,3.9,413,西班牙菜,台北市中山區,02 2500 6832,10489台北市中山區建國北路一段61號GF
食尚玩家推薦.蘭芳麵食館.滷味鋪.花椒辣油.花椒麵始祖.花椒滷味,4.0,"2,919",餐廳,台北市中山區,02 2752 9611,104台北市中山區遼寧街95號
黃亞細肉骨茶 台北三越南西店,4.2,835,新加坡菜,台北市中山區,02 2521 5777,10491台北市中山區南京西路12號5樓
(老爺大酒店)Le Caf'e咖啡廳,4.1,"1,481",自助餐,台北市中山區,02 2542 3299#374,10491台北市中山區中山北路二段37之1號2樓
月夜岩 蟹懷石,4.7,162,螃蟹,台北市中山區,02 2585 9221,10461台北市中山區雙城街25巷9號1樓
素宜素健康蔬食坊,4.5,110,素食料理,台北市中山區,02 2721 8299,10491台北市中山區龍江路55巷2號
榮星羊雞城 台北美食 台北餐廳 台北羊肉爐 台北小吃 台北宵夜 全省羊肉爐宅配 中山區美食,4.0,"1,452",餐廳,台北市中山區,0973 123 168,10491台北市中山區龍江路367號
香港醉紅樓潮州菜館,4.0,315,中國菜,台北市中山區,02 2773 2326,10491台北市中山區八德路二段326號2樓
鮮定味生猛活海鮮,3.9,"2,323",海鮮,台北市中山區,02 2567 3331,104台北市中山區長安東路一段67號
